pair_key,eq_slope__avoid_earnings,eq_slope__buy_hold,eq_slope__flat,eq_slope__ppo,eq_vol__avoid_earnings,eq_vol__buy_hold,eq_vol__flat,eq_vol__ppo,final_equity__avoid_earnings,final_equity__buy_hold,final_equity__flat,final_equity__ppo,max_drawdown__avoid_earnings,max_drawdown__buy_hold,max_drawdown__flat,max_drawdown__ppo,symbol,delta_eq_vs_buyhold,delta_eq_vs_avoid,dd_improve_vs_buyhold,dd_improve_vs_avoid,failure_mode
"('ANTM', 0)",0.0011466070828709213,0.001221585776890294,-3.8341546134731406e-18,0.00165337403331508,0.011423029783575069,0.01380989504074544,0.0,0.011240992002583527,1.269133041942519,1.3114167766551437,1.0,1.3633208349502792,0.10958200542358447,0.16103805151351785,0.0,0.08206055432496397,ANTM,0.05190405829513556,0.09418779300776015,0.07897749718855389,0.027521451098620503,OK / not a failure
"('ANTM', 1)",0.0012281025715842027,0.0012281025715842027,-3.8341546134731406e-18,0.0012281025715842027,0.01689243424841356,0.01689243424841356,0.0,0.01689243424841356,1.1800421470074958,1.1800421470074958,1.0,1.1800421470074958,0.1971913421966029,0.1971913421966029,0.0,0.1971913421966029,ANTM,0.0,0.0,0.0,0.0,OK / not a failure
"('ANTM', 2)",0.001355048832309225,0.0016547492591458075,-3.8341546134731406e-18,0.0014748401749325403,0.010551699561485424,0.012793828240426068,0.0,0.010482869146980378,1.2635132474155362,1.3581761801037442,1.0,1.3556306636822995,0.09566347928204806,0.16103805151353243,0.0,0.08206055432497084,ANTM,-0.002545516421444738,0.09211741626676329,0.07897749718856159,0.013602924957077225,OK / not a failure
"('ANTM', 3)",0.0013134081024028222,0.002359944095498936,-3.8341546134731406e-18,0.0016782417130544638,0.010103920360484025,0.012311833074701845,0.0,0.009801427118880471,1.3525741554399948,1.58084069544618,1.0,1.371323071499741,0.0776517681854076,0.07765176818541573,0.0,0.05686759370329047,ANTM,-0.2095176239464389,0.018748916059746268,0.020784174482125266,0.020784174482117133,"Tradeoff: lower risk, lower return"
"('ANTM', 4)",-0.0005766964051088068,-0.0008588345668009603,-3.8341546134731406e-18,-0.0005370159368533835,0.015784078982851626,0.01695688597180207,0.0,0.014001231097655244,1.0412973792545044,0.9225236755356059,1.0,0.9723167090070475,0.23772954321613865,0.30850202725547704,0.0,0.1790182316202954,ANTM,0.049793033471441595,-0.06898067024745691,0.12948379563518164,0.05871131159584325,OK / not a failure
"('BIDU', 0)",-0.001457136086193868,-0.0020124274410896915,-3.8341546134731406e-18,-0.0017737459910377735,0.019619647579589807,0.021652518272807213,0.0,0.018340853574764174,0.87457472848466,0.7982208616449771,1.0,0.7586781543762127,0.3930795793416192,0.4553807160207416,0.0,0.38720358667045135,BIDU,-0.03954270726876441,-0.11589657410844734,0.06817712935029024,0.00587599267116784,OK / not a failure
"('BIDU', 1)",0.0012026225525490005,0.0007762616427880948,-3.8341546134731406e-18,0.00016067934028023387,0.019932587781956935,0.023560566291335794,0.0,0.018680910022805367,1.3765649517354905,1.3070674441556167,1.0,1.074913978387194,0.17297942128594215,0.28488322354414,0.0,0.21689409867830756,BIDU,-0.23215346576842277,-0.3016509733482966,0.06798912486583242,-0.0439146773923654,"Tradeoff: lower risk, lower return"
"('BIDU', 2)",-0.0011571483202133636,-0.001397497863068082,-3.8341546134731406e-18,-0.001173203557932196,0.020548195687892186,0.02296731927501573,0.0,0.01914820695362573,0.5764175403263292,0.6474460930091365,1.0,0.63656783744372,0.4707495678035685,0.4553807160206883,0.0,0.39406278448259635,BIDU,-0.01087825556541644,0.06015029711739084,0.06131793153809195,0.07668678332097217,OK / not a failure
"('BIDU', 3)",-0.0008738398353464078,-2.0648530268980306e-05,-3.8341546134731406e-18,-0.00047036770473244354,0.017872970189936145,0.020636189499579502,0.0,0.01776291943551702,0.9149955675499051,0.9470209216311944,1.0,0.893229441234287,0.2708867976542529,0.24853029182946945,0.0,0.23918425144152855,BIDU,-0.0537914803969074,-0.02176612631561803,0.009346040387940902,0.031702546212724336,Missed trend (too conservative)
"('BIDU', 4)",0.0010894974026105615,0.0003600499849056012,-3.8341546134731406e-18,0.000841204276927861,0.01341790084259236,0.015164003687418364,0.0,0.011995106083187669,1.2463879436052128,1.1004521301913177,1.0,1.1634312711996577,0.11713608051953055,0.17527929398570383,0.0,0.08564364319584626,BIDU,0.06297914100834001,-0.08295667240555504,0.08963565078985757,0.031492437323684286,OK / not a failure
"('CMCSA', 0)",0.0001292396550230373,0.00020620149786080896,-3.8341546134731406e-18,0.0004930024200976103,0.01294609015079827,0.013629231520845818,0.0,0.009946000816649958,1.0373566297691919,1.0527607634309002,1.0,1.1960089705381851,0.15829737302677122,0.15764872862100665,0.0,0.12546266248238497,CMCSA,0.14324820710728492,0.15865234076899326,0.03218606613862168,0.03283471054438625,OK / not a failure
"('CMCSA', 1)",-0.0002121094375342131,-0.0002513855202703233,-3.8341546134731406e-18,-0.00019714964270171707,0.040214835243654434,0.0402711476838591,0.0,0.04014848269294524,0.9044190057642729,0.8885723977302437,1.0,0.9268708462578483,0.45410522942556064,0.45410522942556064,0.0,0.45410522942556064,CMCSA,0.03829844852760467,0.022451840493575403,0.0,0.0,OK / not a failure
"('CMCSA', 2)",0.00042716867467758215,0.0007863439571642644,-3.8341546134731406e-18,0.0010093054311086686,0.010236576666505763,0.010957313867342488,0.0,0.008546124753944161,1.1352877591034578,1.198493640421834,1.0,1.217431352423275,0.14934728476921683,0.13847578724613746,0.0,0.10844479965923128,CMCSA,0.0189377120014409,0.08214359331981713,0.030030987586906185,0.04090248510998555,OK / not a failure
"('CMCSA', 3)",0.0011988096355355989,0.0010054758999678993,-3.8341546134731406e-18,0.000847721564901092,0.007662432484997866,0.008396579780346433,0.0,0.007012228834550109,1.2636529637068055,1.2425869899029258,1.0,1.199939709509111,0.06395433552682628,0.10317841034417051,0.0,0.07614090619907028,CMCSA,-0.04264728039381471,-0.06371325419769436,0.027037504145100227,-0.012186570672244004,OK / not a failure
"('CMCSA', 4)",-2.5401854747115412e-05,0.0006255594308510441,-3.8341546134731406e-18,0.0006423891019065981,0.010616197822907025,0.011353792917766533,0.0,0.009467908407871286,1.0267368753361399,1.1415241851958906,1.0,1.1581341628068116,0.13273211533297075,0.12989471500504257,0.0,0.10388259824086665,CMCSA,0.01660997761092098,0.1313972874706717,0.02601211676417592,0.028849517092104093,OK / not a failure
"('HLT', 0)",-0.0010716774159333553,-0.0010178469152297505,-3.8341546134731406e-18,-0.0012250047204006875,0.028110108328033998,0.028819342809961946,0.0,0.02368482714318934,0.7404055734752504,0.736816124235816,1.0,0.6871507998704965,0.506068274711754,0.5089536516852536,0.0,0.45731881671245833,HLT,-0.04966532436531945,-0.053254773604753836,0.05163483497279531,0.04874945799929564,OK / not a failure
"('HLT', 1)",0.001615864776464932,0.0018795018641283678,-3.8341546134731406e-18,0.0015497560204699987,0.010172486460996482,0.010933433058765787,0.0,0.009284477171723725,1.3387716175173188,1.4267061769898297,1.0,1.344725867360531,0.10081885894606349,0.09979400320442389,0.0,0.09979400320441975,HLT,-0.08198030962929881,0.005954249843212134,4.135580766728708e-15,0.0010248557416437376,Missed trend (too conservative)
"('HLT', 2)",-0.0011187011978472826,-0.0008332478051810302,-3.8341546134731406e-18,-0.000988110617272198,0.02734298502649728,0.028072104563565885,0.0,0.02284792594409721,0.8884275908242618,0.8841205382379234,1.0,0.7694334094443714,0.5060682747117878,0.5089536516852843,0.0,0.4573188167124789,HLT,-0.11468712879355192,-0.11899418137989037,0.051634834972805355,0.04874945799930891,"Tradeoff: lower risk, lower return"
"('HLT', 3)",-0.0002494831343111243,0.0003737935838401714,-3.8341546134731406e-18,0.00014216572244227157,0.02195403270566331,0.02289922155124996,0.0,0.020310040321560075,0.7193708417500803,0.8105316350356325,1.0,0.7496623801326168,0.4995343191036897,0.5024578651683713,0.0,0.4558643413323143,HLT,-0.06086925490301576,0.03029153838253651,0.04659352383605703,0.04366997777137538,"Tradeoff: lower risk, lower return"
"('HLT', 4)",0.0006512139787708973,0.0014717659000775777,-3.8341546134731406e-18,0.0006831570426084438,0.013719204959358742,0.01640749582625334,0.0,0.012993917392018323,1.0430799637811912,1.1867282781932948,1.0,0.9785891075761719,0.16575538121455888,0.22208636916065766,0.0,0.2417137492442442,HLT,-0.20813917061712295,-0.06449085620501926,-0.019627380083586554,-0.07595836802968534,Missed trend (too conservative)
"('PEP', 0)",0.00038086081309279796,0.0003275073634717389,-3.8341546134731406e-18,4.183613889189791e-05,0.0064479104336990535,0.006932234072480306,0.0,0.005936582884487535,1.0496322679969918,1.0816280540078647,1.0,1.0024565980408364,0.09580383541391521,0.09535151116950143,0.0,0.09737990018907652,PEP,-0.07917145596702824,-0.04717566995615541,-0.002028389019575097,-0.0015760647751613122,Missed trend (too conservative)
"('PEP', 1)",7.081322347521768e-05,3.839994340959111e-05,-3.8341546134731406e-18,3.606742945753735e-05,0.021819966244902275,0.021854341365179213,0.0,0.02175052251757162,0.8633286493875559,0.8536665455712845,1.0,0.8433643532787813,0.3504077042564749,0.3504077042564749,0.0,0.3504077042564749,PEP,-0.010302192292503176,-0.019964296108774593,0.0,0.0,OK / not a failure
"('PEP', 2)",0.0005415194698218096,0.0006348954077902378,-3.8341546134731406e-18,0.0002788037416035621,0.006361436187529517,0.00682038941896968,0.0,0.005677486573093861,1.0487931507665835,1.066318097118425,1.0,0.9836408012008462,0.08228127247533462,0.08228127247533462,0.0,0.08823442462149447,PEP,-0.08267729591757877,-0.06515234956573734,-0.005953152146159851,-0.005953152146159851,Missed trend (too conservative)
"('PEP', 3)",8.244466770594864e-05,0.00026504474469330553,-3.8341546134731406e-18,1.5113642003102077e-05,0.007124451647588558,0.007644620069893964,0.0,0.006570925707425318,1.0607849527854973,1.1087179115814543,1.0,1.0362774756628448,0.08228127247533704,0.08623397761259914,0.0,0.07108683780691431,PEP,-0.07244043591860949,-0.024507477122652555,0.015147139805684828,0.011194434668422723,Missed trend (too conservative)
"('PEP', 4)",0.0006353904665632915,0.000598439009301653,-3.8341546134731406e-18,0.0007335178564064082,0.007659136042773482,0.008383645201463634,0.0,0.0067319576098960054,1.1580020891606642,1.1373193525051746,1.0,1.159440283393453,0.0715878741802467,0.07155282840233179,0.0,0.05342566426659925,PEP,0.02212093088827838,0.001438194232788792,0.018127164135732544,0.018162209913647455,OK / not a failure
"('PSHG', 0)",-0.0004531487254993553,-0.0004531487254993553,-3.8341546134731406e-18,-0.0004531487254993553,0.03627494307602828,0.03627494307602828,0.0,0.03627494307602828,0.8644174961931225,0.8644174961931225,1.0,0.8644174961931225,0.37531746045153697,0.37531746045153697,0.0,0.37531746045153697,PSHG,0.0,0.0,0.0,0.0,OK / not a failure
"('PSHG', 1)",-0.002722958290893287,-0.002722958290893287,-3.8341546134731406e-18,-0.002722958290893287,0.06119907186734716,0.06119907186734716,0.0,0.06119907186734716,0.2565177613565408,0.2565177613565408,1.0,0.2565177613565408,0.8260578371085974,0.8260578371085974,0.0,0.8260578371085974,PSHG,0.0,0.0,0.0,0.0,OK / not a failure
"('PSHG', 2)",0.0005101638568192554,0.0005101638568192554,-3.8341546134731406e-18,0.0005101638568192554,0.04755224203699853,0.04755224203699853,0.0,0.04755224203699853,0.9890992521566662,0.9890992521566662,1.0,0.9890992521566662,0.3650793651407034,0.3650793651407034,0.0,0.3650793651407034,PSHG,0.0,0.0,0.0,0.0,OK / not a failure
"('PSHG', 3)",-0.001130054693311259,-0.001130054693311259,-3.8341546134731406e-18,-0.001130054693311259,0.059609174330480776,0.059609174330480776,0.0,0.059609174330480776,0.8967347229915749,0.8967347229915749,1.0,0.8967347229915749,0.7416894977256309,0.7416894977256309,0.0,0.7416894977256309,PSHG,0.0,0.0,0.0,0.0,OK / not a failure
"('PSHG', 4)",-0.0019009605195946984,-0.0019009605195946984,-3.8341546134731406e-18,-0.0019009605195946984,0.06171769207434233,0.06171769207434233,0.0,0.06171769207434233,0.14510728848814794,0.14510728848814794,1.0,0.14510728848814794,0.8887700534867574,0.8887700534867574,0.0,0.8887700534867574,PSHG,0.0,0.0,0.0,0.0,OK / not a failure
"('QCOM', 0)",0.0005032236790614797,0.0009275661177910034,-3.8341546134731406e-18,-0.00019470196970167175,0.010693094453053071,0.01569492821788583,0.0,0.010956420754679364,1.1971203729648818,1.2466295120238147,1.0,0.9990325082093193,0.09976122757149014,0.14736517591566856,0.0,0.1165323354038177,QCOM,-0.24759700381449534,-0.1980878647555625,0.030832840511850854,-0.01677110783232756,"Tradeoff: lower risk, lower return"
"('QCOM', 1)",0.001279057279500367,0.0012094523492655637,-3.8341546134731406e-18,0.0014100193310670483,0.03160036508738791,0.031687107804884124,0.0,0.0315462602405201,1.0004372014684633,0.9794668015086732,1.0,1.0587080583630488,0.3723671254580103,0.3723671254580103,0.0,0.3723671254580103,QCOM,0.07924125685437566,0.058270856894585554,0.0,0.0,OK / not a failure
"('QCOM', 2)",8.161191989867273e-05,-0.00077501004706776,-3.8341546134731406e-18,-0.0007159203584454371,0.011088596778634734,0.01507896079980797,0.0,0.013978425553715874,1.035718877835954,0.8296347439365492,1.0,0.8559929776411221,0.10712868268708849,0.26223032148839415,0.0,0.22315464243678093,QCOM,0.02635823370457291,-0.17972590019483192,0.039075679051613216,-0.11602595974969244,OK / not a failure
"('QCOM', 3)",0.0007988148031755411,0.000855644147640574,-3.8341546134731406e-18,0.0003914262708484084,0.012949598201646388,0.0169462794024773,0.0,0.014437438619596442,1.167935169278282,1.154752298737652,1.0,1.0887459089378195,0.10890572325752701,0.24274664977169919,0.0,0.20069279631277698,QCOM,-0.06600638979983242,-0.07918926034046248,0.04205385345892221,-0.09178707305524997,"Tradeoff: lower risk, lower return"
"('QCOM', 4)",0.0006770204120934262,-0.0005344286333748324,-3.8341546134731406e-18,-0.00011490042652478591,0.01032846561895321,0.01502791375653616,0.0,0.011120081056845567,1.090167276435365,0.8867069440944871,1.0,0.9889760312169277,0.10217688155124463,0.22586144739255018,0.0,0.15755571670188437,QCOM,0.10226908712244054,-0.10119124521843725,0.06830573069066581,-0.05537883515063974,OK / not a failure
"('UAL', 0)",-0.00047180655810448745,0.0009638485586376571,-3.8341546134731406e-18,0.0006608383788036072,0.015105595053919089,0.01753333406536135,0.0,0.013735314010925564,0.9812730951885417,1.308802821888602,1.0,1.2273423088946334,0.24419993527260406,0.19865563598817038,0.0,0.14681277397097617,UAL,-0.08146051299396873,0.2460692137060917,0.05184286201719421,0.09738716130162789,"Tradeoff: lower risk, lower return"
"('UAL', 1)",0.0009012265967455028,0.001680422021178724,-3.8341546134731406e-18,3.9902763151637836e-05,0.022719078824993213,0.023924884643801107,0.0,0.01941210817832537,1.428328275078317,1.6068649828546575,1.0,1.1787604755759913,0.22272089761597502,0.23558620689691614,0.0,0.21366398128792655,UAL,-0.4281045072786662,-0.24956779950232577,0.0219222256089896,0.009056916328048475,"Tradeoff: lower risk, lower return"
"('UAL', 2)",-0.0002477470776264602,0.0015647911384343467,-3.8341546134731406e-18,0.0008743691914099819,0.01586217291349758,0.01825950562927413,0.0,0.01453152539771747,0.959459035347314,1.333471269313662,1.0,1.2266632992342752,0.20882540846990727,0.18179937952431433,0.0,0.14681277397098189,UAL,-0.10680797007938692,0.26720426388696117,0.03498660555333244,0.062012634498925384,"Tradeoff: lower risk, lower return"
"('UAL', 3)",0.0015052317858925597,0.0015340944511931876,-3.8341546134731406e-18,0.0013429932584122781,0.014558875442059294,0.019808607565314894,0.0,0.017301651333803725,1.3667620138991359,1.2818054303044855,1.0,1.1978295850357263,0.14903565525489712,0.19668367346944218,0.0,0.15042371702940305,UAL,-0.08397584526875912,-0.16893242886340953,0.046259956440039135,-0.0013880617745059276,"Tradeoff: lower risk, lower return"
"('UAL', 4)",0.0025494515478392907,0.0027020340005090614,-3.8341546134731406e-18,0.0025123281481220726,0.01746186558106545,0.01885590380447027,0.0,0.014480483632911084,1.605109363586687,1.4708708424827301,1.0,1.5071053839124606,0.14060031595592382,0.15299280750975017,0.0,0.07856848379486851,UAL,0.03623454142973048,-0.09800397967422647,0.07442432371488165,0.0620318321610553,OK / not a failure
